model_name,r2_mean,r2_std,rmse,mae,time,description
CatBoost,0.45623537722088814,0.09478185528467842,12.872593365792401,9.624454353639301,9.71721363067627,CatBoost (Boosting)
RandomForest,0.4501175478551631,0.07381429768307718,12.959950307360174,9.75256517700629,18.245423793792725,随机森林 (Bagging)
LSTM,0.15911105871200562,0.08206254272900233,15.995722580326941,12.884965133666991,63.024866580963135,LSTM (深度学习)
